BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Ettinger2019","Ettinger, David S.; Wood, Douglas E.; Aggarwal, Charu; Aisner, Dara L.; Akerley, Wallace; Bauman, Jessica R.; Bharat, Ankit; Bruno, Debora S.; Chang, Joe Y.; Chirieac, Lucian R.; D'Amico, Thomas A.; Dilling, Thomas J.; Dobelbower, Michael; Gettinger, Scott; Govindan, Ramaswamy; Gubens, Matthew A.; Hennon, Mark; Horn, Leora; Lackner, Rudy P.; Lanuti, Michael; Leal, Ticiana A.; Lin, Jules; Jr, Billy W. Loo; Martins, Renato G.; Otterson, Gregory A.; Patel, Sandip P.; Reckamp, Karen L.; Riely, Gregory J.; Schild, Steven E.; Shapiro, Theresa A.; Stevenson, James; Swanson, Scott J.; Tauer, Kurt W.; Yang, Stephen C.; Gregory, Kristina; Hughes, Miranda","NCCN Guidelines Insights: Non\textendashSmall Cell Lung Cancer, Version 1.2020","Journal of the National Comprehensive Cancer Network",17,12,"dec","1464--1472",2019,"","","","","","","","","Harborside Press, {LLC}","","","","","","","","","","",""
7,"","Fantini_Vaccaro_2019","Fantini, Bernardino; Vaccaro, Concetta Maria","Value based healthcare for rare diseases: efficiency, efficacy, equity","Annali dell’Istituto Superiore Di Sanita",55,3,"","251–257",2019,"","","","","","","","","","","","","","","","","","","",""
7,"","Finkelstein2019","Finkelstein, Dianne M.; Horick, Nora K.; Ramchandani, Ritesh; Boyd, Kristina L.; Rana, Huma Q.; Bychkovsky, Brittany L.","Are rare cancer survivors at elevated risk of subsequent new cancers?","{BMC} Cancer",19,1,"feb","",2019,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Frezza2019","Frezza, Anna Maria; Trama, Annalisa; Blay, Jean-Yves; Casali, Paolo G.","Networking in rare cancers: What was done, what is next?","European Journal of Surgical Oncology",45,1,"jan","16--18",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gatta2019","Gatta, G.; Trama, A.; Capocaccia, R.; Hackl, Monika; Eycken, Elizabeth Van; Henau, Kris; Dimitrova, Nadya; Sekerija, Mario; Du{\v{s}}ek, Ladislav; Mägi, Margit; Malila, Nea; Leinonen, Maarit; Velten, Michel; Troussard, Xavier; Bouvier, Veronique; Guizard, Anne-Val{\'{e}}rie; Bouvier, Anne-Marie; Arveux, Patrick; Maynadi{\'{e}}, Marc; Woronoff, Anne-Sophie; Robaszkiewicz, Michel; Baldi, Isabelle; Monnereau, Alain; Tretarre, Brigitte; Colonna, Marc; Molini{\'{e}}, Florence; Bara, Simona; Schvartz, Claire; Lap{\^{o}}tre-Ledoux, B{\'{e}}n{\'{e}}dicte; Grosclaude, Pascale; Stabenow, Roland; Luttmann, Sabine; Nennecke, Alice; Engel, Jutta; Schubert-Fritschle, Gabriele; Heidrich, Jan; Holleczek, Bernd; J{\'{o}}nasson, J{\'{o}}n Gunnlaugur; Clough-Gorr, Kerri; Comber, Harry; Mazzoleni, Guido; Giacomin, Adriano; Sardo, Antonella Sutera; Barchielli, Alessandro; Serraino, Diego; Angelis, Roberta De; Mallone, Sandra; Tavilla, Andrea; Pierannunzio, Daniela; Rossi, Silvia; Santaquilani, Mariano; Knijn, Arnold; Pannozzo, Fabio; Gennaro, Valerio; Benfatto, Lucia; Ricci, Paolo; Autelitano, Mariangela; Spagnoli, Gianbattista; Fusco, Mario; Usala, Mario; Vitale, Francesco; Michiara, Maria; Tumino, Rosario; Mangone, Lucia; Falcini, Fabio; Ferretti, Stefano; Filiberti, Rosa Angela; Marani, Enza; Iannelli, Arturo; Sensi, Flavio; Piffer, Silvano; Gentilini, Maria; Madeddu, Anselmo; Ziino, Antonio; Maspero, Sergio; Candela, Pina; Stracci, Fabrizio; Tagliabue, Giovanna; Rugge, Massimo; Trama, Annalisa; Gatta, Gemma; Botta, Laura; Capocaccia, Riccardo; Pildava, Santa; Smailyte, Giedre; Calleja, Neville; Johannesen, Tom B{\o}rge; Rachtan, Jadwiga; G{\'{o}}{\'{z}}d{\'{z}}, Stanis{\l}aw; B{\l}aszczyk, Jerzy; K{\k{e}}pska, Kamila; de Lacerda, Forjaz; Bento, Maria Jos{\'{e}}; Miranda, Ana; Diba, Chakameh Safaei; Almar, Enrique; Larra{\~{n}}aga, Nerea; de Munain, Arantza Lopez; Torrella-Ramos, Ana; Garc{\'{\i}}a, Jos{\'{e}} Mar{\'{\i}}a D{\'{\i}}az; Marcos-Gragera, Rafael; Sanchez, Maria Jos{\`{e}}; Navarro, Carmen; Salmeron, Diego; Moreno-Iribas, Conchi; Galceran, Jaume; Carulla, Mari{\`{a}}; Mousavi, Mohsen; Bouchardy, Christine; Ess, Silvia M.; Bordoni, Andrea; Konzelmann, Isabelle; Rashbass, Jem; Gavin, Anna; Brewster, David H.; Huws, Dyfed Wyn; Visser, Otto; Bielska-Lasota, Magdalena; Primic-Zakelj, Maja; Kunkler, Ian; Benhamou, Ellen","Epidemiology of rare cancers and inequalities in oncologic outcomes","European Journal of Surgical Oncology",45,1,"jan","3--11",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gu2019","Gu, Hongfei","Rare Cancers China Programs starting up","Annals of Oncology",30,,"oct","vi8",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Jain2019","Jain, Rahul; Menzin, Joseph; Lachance, Kristina; McBee, Patrick; Phatak, Hemant; Nghiem, Paul T.","Travel burden associated with rare cancers: The example of Merkel cell carcinoma","Cancer Medicine",8,5,"apr","2580--2586",2019,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","Katoh2019","Katoh, Yoko; Kawai, Akira; Shibata, Taro; Goto, Yasushi; Suzuki, Tatsuya; Iwata, Shintaro; Yonemori, Kan; Munakata, Wataru; Satomi, Eriko; Yoshida, Akihiko; Sakurai, Takuro; Takayama, Tomoko; Higashi, Takahiro; Nishida, Tosirou","Rare Cancer Center - All Activities for Rare Cancer Patients! -","Annals of Oncology",30,,"oct","vi51",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Larsen2019","Larsen, Francisco; Terlizzi, Mario; Linacre, Virginia; Sargos, Paul; Suarez, Francisco; Kirova, Youlia; Houtte, Paul Van; Lerouge, Delphine; Zilli, Thomas; Sole, Claudio V.","Radiation Therapy in Resectable Intrathoracic Sarcomas. A Rare Cancer Network Study","International Journal of Radiation Oncology{\ast}Biology{\ast}Physics",103,5,"apr","1175--1181",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","MathoulinPelissier2019","Mathoulin-Pélissier, S.; Pritchard-Jones, K.","Evidence-based data and rare cancers: The need for a new methodological approach in research and investigation","European Journal of Surgical Oncology",45,1,"jan","22--30",2019,"","","https://linkinghub.elsevier.com/retrieve/pii/S0748798318306784","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","mattiuzzi2019","Mattiuzzi, Camilla; Lippi, Giuseppe","Current Cancer Epidemiology","Journal of Epidemiology and Global Health",9,4,"","217",2019,"","","http://dx.doi.org/10.2991/jegh.k.191008.001","","","","","","","","","","","","","","","","",""
7,"","Rosell2019","Rosell, Linn; Wihl, Jessica; Hagberg, Oskar; Ohlsson, Björn; Nilbert, Mef","Function, information, and contributions: An evaluation of national multidisciplinary team meetings for rare cancers","Rare Tumors",11,,"jan","203636131984169",2019,"","","","","","","","","{SAGE} Publications","","","","","","","","","","",""
7,"","Sandrucci2019","Sandrucci, Sergio; Gatta, Gemma","Rare cancers: A network for better care","European Journal of Surgical Oncology",45,1,"jan","1--2",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Sandrucci2019a","Sandrucci, S.; Naredi, P.; Bonvalot, S.","Centers of excellence or excellence networks: The surgical challenge and quality issues in rare cancers","European Journal of Surgical Oncology",45,1,"jan","19--21",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Tsang2019","Tsang, Julia Y. S.; Tse, Gary M.","Molecular Classification of Breast Cancer","Advances in Anatomic Pathology",27,1,"apr","27--35",2019,"","","","","","","","","Ovid Technologies (Wolters Kluwer Health)","","","","","","","","","","",""
7,"","Vinches2019","Vinches, M.; Stevovic, A.; Ray-Coquard, I. L.; Treilleux, I.; Meeus, P.; Aust, S.; Floquet, A.; Croce, S.; Chalabreysse, L.; Girard, N.; Blay, J.-Y.; Morfouace, M.","Arcagen: An EORTC-SPECTA project to perform a molecular characterization of rare cancers: Results of the retrospective feasibility cohort","Annals of Oncology",30,,"nov","vii24",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Abbas-Aghababazadeh_2020","Abbas-Aghababazadeh, Farnoosh; Mo, Qianxing; Fridley, Brooke L.","Statistical genomics in rare cancer","Seminars in Cancer Biology",61,,"Apr","1–10",2020,"","","https://linkinghub.elsevier.com/retrieve/pii/S1044579X19302032","","","","","","","","","","","","","","","","",""
7,"","Barr_Bleyer_2020","Barr, Ronald D.; Ries, Lynn A. G.; Trama, Annalisa; Gatta, Gemma; Steliarova‐Foucher, Eva; Stiller, Charles A.; Bleyer, W. Archie","A system for classifying cancers diagnosed in adolescents and young adults","Cancer",126,21,"Nov","4634–4659",2020,"","","https://onlinelibrary.wiley.com/doi/10.1002/cncr.33041","","","","","","","","","","","","","","","","",""
7,"","Botta2020","Botta, Laura; Gatta, Gemma; Trama, Annalisa; Bernasconi, Alice; Sharon, Elad; Capocaccia, Riccardo; Mariotto, Angela B.","Incidence and survival of rare cancers in the US and Europe","Cancer Medicine",9,15,"may","5632--5642",2020,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","Casali2020","Casali, Paolo G.; Trama, Annalisa","Rationale of the rare cancer list: a consensus paper from the Joint Action on Rare Cancers (JARC) of the European Union (EU)","{ESMO} Open",5,2,"","e000666",2020,"","","https://linkinghub.elsevier.com/retrieve/pii/S2059702920300648","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Cree_Indave_2020","Cree, Ian A.; Indave, B. Iciar","Commentary: Cancer research quality and tumour classification","Tumor Biology",42,2,"Feb","101042832090754",2020,"","","http://journals.sagepub.com/doi/10.1177/1010428320907544","","","","","","","","","","","","","","","","",""
7,"","DArcy2020","D'Arcy, Monica E.; Castenson, David; Lynch, Charles F.; Kahn, Amy R.; Morton, Lindsay M.; Shiels, Meredith S.; Pfeiffer, Ruth M.; Engels, Eric A.","Risk of Rare Cancers Among Solid Organ Transplant Recipients","{JNCI}: Journal of the National Cancer Institute",,,"may","",2020,"","","","","","","","","Oxford University Press ({OUP})","","","","","","","","","","",""
7,"","Darling2020","Darling, H. S.; Rastogi, Sameer","Rare cancers in India: A road less travelled","Indian Journal of Cancer",57,2,"","139 – 143",2020,"","Cited by: 3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085242767&doi=10.4103%2fijc.IJC-384-19&partnerID=40&md5=e0081f2e99af20a09bba53b36ddfe165","","","","","","","","","","","","","","","","",""
7,"","Fair2020","Fair, Douglas; Potter, Samara L.; Venkatramani, Rajkumar","Challenges and solutions to the study of rare childhood tumors","Current Opinion in Pediatrics",32,1,"feb","7--12",2020,"","","","","","","","","Ovid Technologies (Wolters Kluwer Health)","","","","","","","","","","Fair2020 - Challenges and Solutions to the Study of Rare Childhood Tumors.pdf",""
7,"","Hofmarcher_2020c","Hofmarcher, Thomas; Lindgren, Peter; Wilking, Nils; Jönsson, Bengt","The cost of cancer in Europe 2018","European Journal of Cancer (Oxford, England: 1990)",129,,"Apr","41–49",2020,"","","","","","","","","","","","","","","","","","","",""
7,"","iskrov_reglament_2020","Искров, Георги; Стефанов, Румен","Регламент (ЕО) № 141/2000 за лекарствата сираци – 20 години по-късно","Редки болести и лекарства сираци",11,3,"Oct.","3-4",2020,"","","https://journal.raredis.org/index.php/RBLS/article/view/119","","","","","","","","","","","","","","","","iskrov_reglament_2020 - Регламент (ЕО) № 141_2000 За Лекарствата Сираци – 20 Години По Късно.pdf",""
7,"","jin_bayesian_2020","Jin, Jin; Riviere, Marie‐Karelle; Luo, Xiaodong; Dong, Yingwen","Bayesian methods for the analysis of early‐phase oncology basket trials with information borrowing across cancer types","Statistics in Medicine",39,25,"November","3459--3475",2020,"","","https://onlinelibrary.wiley.com/doi/10.1002/sim.8675","","","","","","","","","","","","","","","","jin_bayesian_2020 - Bayesian Methods for the Analysis of Early‐phase Oncology Basket Trials with Information Borrowing across Cancer Types.pdf",""
7,"","Kasper2020","Kasper, Bernd","The challenge of drug approval in rare cancers","Cancer",127,6,"nov","837--839",2020,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","KokkaliZervos2020","Kokkali-Zervos, S.; Ardavanis, A.; Panousieris, M.; Duran, J.; Boukovinas, I.","1645P Real-world data on cabozantinib in advanced osteosarcoma and Ewing sarcoma - A study of the Hellenic Group of Sarcoma and Rare Cancers","Annals of Oncology",31,,"sep","S984",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Koo2020","Koo, Minjoung Monica; Swann, Ruth; McPhail, Sean; Abel, Gary A.; Renzi, Cristina; Rubin, Greg P.; Lyratzopoulos, Georgios","The prevalence of chronic conditions in patients diagnosed with one of 29 common and rarer cancers: A cross-sectional study using primary care data","Cancer Epidemiology",69,,"dec","101845",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Koyyala2020","Koyyala, Venkata Pradeep Babu; Kulkarni, Padmaj","Immunotherapy in Rare Cancers","Indian Journal of Medical and Paediatric Oncology",41,06,"nov","801--803",2020,"","","","","","","","","Georg Thieme Verlag {KG}","","","","","","","","","","",""
7,"","Kwak2020","Kwak, Jung-Myun","Acknowledging the Unsung Role of the Cancer Registry in Rare Cancers","Annals of Coloproctology",36,1,"feb","1--2",2020,"","","","","","","","","Korean Society of Coloproctology","","","","","","","","","","",""
7,"","Liontos2020","Liontos, Michalis; Karamitrousis, Evangelos; Tsoukalas, Nikolaos; Boukovinas, Ioannis","Rare cancers are common: time to act","Forum of Clinical Oncology",11,3,"dec","1--2",2020,"","","","","","","","","Walter de Gruyter {GmbH}","","","","","","","","","","",""
7,"","Louveau2020","Louveau, Baptiste; Jouenne, Fan{\'{e}}lie; Kaguelidou, Florentia; Landras, Alexandra; Goldwirt, Lauriane; Mourah, Samia","The key role of oncopharmacology in therapeutic management, from common to rare cancers: A literature review","Therapies",75,2,"apr","183--193",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Lynge2020","Lynge, Elsebeth; Kaerlev, Linda; Olsen, J{\o}rn; Sabroe, Svend; Afonso, Noemia; Ahrens, Wolfgang; Eriksson, Mikael; Merletti, Franco; Suarez-Varelas, Maria Morales; Stengrevics, Aivars; Gu{\'{e}}nel, Pascal","Rare cancers of unknown etiology: lessons learned from a European multi-center case\textendashcontrol study","European Journal of Epidemiology",35,10,"jul","937--948",2020,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","matsuda_rare_2020","Matsuda, Tomohiro; Won, Young-Joo; Chun-ju Chiang, RuRu; Lim, Jiwon; Saika, Kumiko; Fukui, Keisuke; Lee, Wen-Chung; Botta, Laura; Bernasconi, Alice; Trama, Annalisa","Rare cancers are not rare in Asia as well: The rare cancer burden in East Asia","Cancer Epidemiology",67,,"August","101702",2020,"","","https://linkinghub.elsevier.com/retrieve/pii/S1877782120300369","","","","","","","","","","","","","","","","",""
7,"","Morfouace2020","Morfouace, M.; Ray-Coquard, I.; Girard, N.; Stevovic, A.; Treilleux, I.; Meeus, P.; Aust, S.; Floquet, A.; Croce, S.; Seckl, M.; Gietema, J.; Caplin, M.; delaFouchardiere , C.; Licitra, L.; Kapiteijn, H.; Neumann, S. Piperno; Idbaih, A.; Blay, J. Y.","Arcagen: Molecular profiling of rare cancer patients \textendash analysis of the pilot study (87 patients)","European Journal of Cancer",138,,"oct","S32",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","naing2020phase","Naing, Aung; Meric-Bernstam, Funda; Stephen, Bettzy; Karp, Daniel D.; Hajjar, Joud; Ahnert, Jordi Rodon; Piha-Paul, Sarina A.; Colen, Rivka R.; Jimenez, Camilo; Raghav, Kanwal P.; others","Phase 2 study of pembrolizumab in patients with advanced rare cancers","Journal for immunotherapy of cancer",8,1,"","",2020,"","","","","","","","","BMJ Publishing Group","","","","","","","","","","",""
7,"","OConnor2020","O'Connor, Daniel J.","Rare cancers, the continued agenda for progress \textendash editor's special foreword","Expert Opinion on Orphan Drugs",8,9,"sep","309--310",2020,"","","","","","","","","Informa {UK} Limited","","","","","","","","","","",""
7,"","Prades2020","Prades, Joan; Weinman, Ariane; Cam, Yann Le; Trama, Annalisa; Frezza, Anna Maria; Borras, Josep M.","Priorities on rare cancers' policy in National Cancer Control Plans (NCCPs): A review conducted within the framework of EU-JARC Joint-Action","Journal of Cancer Policy",24,,"jun","100222",2020,"","","https://linkinghub.elsevier.com/retrieve/pii/S221353832030014X","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Schwarze2020","Schwarze, Katharina; Buchanan, James; Fermont, Jilles M.; Dreau, Helene; Tilley, Mark W.; Taylor, John M.; Antoniou, Pavlos; Knight, Samantha J. L.; Camps, Carme; Pentony, Melissa M.; Kvikstad, Erika M.; Harris, Steve; Popitsch, Niko; Pagnamenta, Alistair T.; Schuh, Anna; Taylor, Jenny C.; Wordsworth, Sarah","The complete costs of genome sequencing: a microcosting study in cancer and rare diseases from a single center in the United Kingdom","Genetics in Medicine",22,1,"jan","85--94",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Vokinger2020","Vokinger, K. N.; Daniore, P.; Kesselheim, A. S.","1586MO Pivotal trial endpoints of drugs for rare and non-rare cancers in the US and Europe","Annals of Oncology",31,,"sep","S1197",2020,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Walker2020","Walker, E. V.; Maplethorpe, E.; Davis, F. G.","Rare cancers in Canada, 2006–2016: A population-based surveillance report and comparison of different methods for classifying rare cancers","Cancer Epidemiology",67,,"aug","101721",2020,"","","https://linkinghub.elsevier.com/retrieve/pii/S1877782120300552","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","WHO_2020","WHO","Global health estimates: Leading causes of death","World Health Organization",,,"","",2020,"","","https://www.who.int/data/gho/data/themes/mortality-and-global-health-estimates/ghe-leading-causes-of-death","","","","","","","","","","","","","","","","",""
7,"","bilkey_descriptive_2021","Bilkey, Gemma A.; Trevithick, Richard W.; Coles, Emily P.; Girschik, Jennifer; Nowak, Kristen J.","Descriptive epidemiological study of rare, less common and common cancers in Western Australia","{BMC} Cancer",21,1,"December","779",2021,"","","https://bmccancer.biomedcentral.com/articles/10.1186/s12885-021-08501-4","","","","","","","","","","","","","Abstract  Background There are no epidemiological studies describing rare cancers in Western Australia ({WA}). We aimed to fill this gap by estimating the incidence and five-year survival of rare, less common and common cancers in {WA}, based on definitions for rarity used by the Australian Institute of Health and Welfare and cancer groupings from the project on Surveillance of Rare Cancers in Europe ({RARECARE}). This research will enable policy- and decision-makers to better understand the size and nature of the public health problem presented by rare cancers in {WA}. It is anticipated that this study will inform improved health service design and delivery for all {WA} cancer patients, but particularly those with rare and less common cancers.   Methods We estimated incidence and five-year survival rates of rare, less common and common cancers in {WA} using data sourced from the {WA} Cancer Registry for the 2013–2017 period. Cancers were defined as rare ({\textless} 6), less common (6–12), or common ({\textgreater} 12) based on their crude incidence rate per 100,000 people per year.   Results Rare cancers make up 21.5\% of all cancer diagnoses in {WA}, with a significantly poorer five-year survival of 58.2\% (95\% confidence interval ({CI}) 57.3–59.1\%), compared to patients diagnosed with a common cancer, whose five-year survival was 87.8\% (95\% {CI} 87.3–88.3\%). Survival for less common cancers was significantly poorer than both rare and common cancers, at 48.1\% (95\% {CI} 47.3–49.0\%). Together, rare and less common cancers represent 48.4\% of all cancer diagnoses in {WA}.   Conclusions While rare cancers are individually scarce, collectively over one in five cancer patients in {WA} are diagnosed with a rare cancer. These patients experience significantly worse prognoses compared to patients with common cancers.","","","",""
7,"","Blay2021","Blay, J.-Y.; Casali, P.; Bouvier, C.; Dehais, C.; Galloway, I.; Gietema, J.; Hal{\'{a}}mkov{\'{a}}, J.; Hindi, N.; Idbaih, A.; Kinloch, E.; Klümpen, H.-J.; Kolarova, T.; Kopeckova, K.; Lovey, J.; Magalhaes, M.; Oselin, K.; Piperno-Neumann, S.; Ravnsbaek, A.; Rogasik, M.; Safwat, A.; Scheipl, S.; Seckl, M.; Taylor, J.; Temnyk, M.; Trama, A.; Urbonas, M.; Wartenberg, M.; Weinman, A.","European Reference Network for rare adult solid cancers, statement and integration to health care systems of member states: a position paper of the ERN EURACAN","{ESMO} Open",6,4,"aug","100174",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Blay2021a","Blay, Jean-Yves; Fenaux, Pierre; Ladenstein, Ruth; Hoogerbrugge, Nicoline","Continue rare cancers collaboration with European Reference Networks after Brexit","The Lancet",397,10276,"feb","793",2021,"","","https://www.sciencedirect.com/science/article/pii/S0140673621002646","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Buller2021","Buller, Ian D.; Jones, Rena R.","Invited Commentary: Predicting Incidence Rates of Rare Cancers\textemdashAdding Epidemiologic and Spatial Contexts","American Journal of Epidemiology",191,3,"dec","499--502",2021,"","","","","","","","","Oxford University Press ({OUP})","","","","","","","","","","",""
7,"","de_heus_differences_2021","de Heus, Eline; Engelen, Vivian; Dingemans, Irene; Richel, Carol; Schrieks, Marga; van der Zwan, Jan Maarten; Besselink, Marc G.; van Berge Henegouwen, Mark I.; van Herpen, Carla M. L.; Duijts, Saskia F. A.","Differences in health care experiences between rare cancer and common cancer patients: results from a national cross-sectional survey","Orphanet Journal of Rare Diseases",16,1,"December","249",2021,"","","https://ojrd.biomedcentral.com/articles/10.1186/s13023-021-01886-2","","","","","","","","","","","","","Abstract  Background Patients with rare cancers face challenges in the diagnostic and treatment phase, and in access to clinical expertise. Since studies on health care experiences of these patients in comparison to patients with more common cancers are scarce, we aimed to explore these differences.   Methods Data were cross-sectionally collected among (former) adult cancer patients through a national online survey in the Netherlands (October 2019). Descriptive statistics were reported and subgroups (rare vs. common patients) were compared.   Results  In total, 7343 patients (i.e., 1856 rare and 5487 common cancer patients) participated. Rare cancer patients were more often diagnosed and treated in different hospitals compared to common cancer patients (67\% vs. 59\%, p {\textless} 0.001). Rare cancer patients received treatment more often in a single hospital (60\% vs. 57\%, p = 0.014), but reported more negative experiences when treated in multiple hospitals than common cancer patients (14\% vs. 9\%, p {\textless} 0.001). They also more often received advise from their physician about the hospital to go to for a second opinion (50\% vs. 36\%, p {\textless} 0.001), were more likely to choose a hospital specialized in their cancer type (33\% vs. 22\%, p {\textless} 0.001), and were more willing to travel as long as necessary to receive specialized care than common cancer patients (55\% vs. 47\%, p {\textless} 0.001).    Conclusions Rare and common cancer patients differ in their health care experiences. Health care for rare cancer patients can be further improved by proper referral to centers of expertise and building a clinical network specifically for rare cancers.","","","de_heus_differences_2021 - Differences in Health Care Experiences between Rare Cancer and Common Cancer Patients_ Results from a National Cross Sectional Survey.pdf",""
6,"","Delikoyun2021","Delikoyun, Kerem; Demir, Ali Aslan; Tekin, Huseyin Cumhur","Label-free detection of rare cancer cells using deep learning and magnetic levitation principle","",,,"mar","",2021,"","","","Label-free Biomedical Imaging and Sensing ({LBIS}) 2021","","","","Shaked, Natan T.; Hayden, Oliver","{SPIE}","","","","","","","","","","",""
7,"","derzwan","der Zwan, Jan Maarten","Survailliance of rare cancer","",,,"","",2021,"","","https://iknl.nl/getmedia/7dd6f5b1-ae16-4143-9105-38a1f25f0965/proefschrift-jan-maarten-van-der-zwan-surveillance-of-rare-cancers.pdf","","","","","","","","","","","","","","","","",""
7,"","duijts_rare_2021","Duijts, Saskia F. A.; Zwan, Jan Maarten","Rare cancers and cancer of unknown primary: Here's what you should know!","European Journal of Cancer Care",30,6,"November","",2021,"","","https://onlinelibrary.wiley.com/doi/10.1111/ecc.13508","","","","","","","","","","","","","","","","",""
7,"","Dyba_2021","Dyba, Tadeusz; Randi, Giorgia; Bray, Freddie; Martos, Carmen; Giusti, Francesco; Nicholson, Nicholas; Gavin, Anna; Flego, Manuela; Neamtiu, Luciana; Dimitrova, Nadya; Negrão Carvalho, Raquel; Ferlay, Jacques; Bettio, Manola","The European cancer burden in 2020: Incidence and mortality estimates for 40 countries and 25 major cancers","European Journal of Cancer",157,,"Nov","308–347",2021,"","","https://linkinghub.elsevier.com/retrieve/pii/S0959804921004974","","","","","","","","","","","","","","","","",""
7,"","Fiorentino2021","Fiorentino, Alba; Gregucci, Fabiana; Desideri, Isacco; Fiore, Michele; Marino, Lorenza; Errico, Angelo; Rito, Alessia Di; Borghetti, Paolo; Franco, Pierfrancesco; Greto, Daniela; Donato, Vittorio","Radiation treatment for adult rare cancers: Oldest and newest indication","Critical Reviews in Oncology/Hematology",159,,"mar","103228",2021,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Gallicchio2021","Gallicchio, Lisa; Daee, Danielle L.; Rotunno, Melissa; Barajas, Rolando; Fagan, Sarah; Carrick, Danielle M.; Divi, Rao L.; Filipski, Kelly K.; Freedman, Andrew N.; Gillanders, Elizabeth M.; Lam, Tram K.; Martin, Damali N.; Rogers, Scott; Verma, Mukesh; Nelson, Stefanie A.","Epidemiologic Research of Rare Cancers: Trends, Resources, and Challenges","Cancer Epidemiology, Biomarkers {\&}amp$\mathsemicolon$ Prevention",30,7,"apr","1305--1311",2021,"","","","","","","","","American Association for Cancer Research ({AACR})","","","","","","","","","","",""
